VERSION MODEL      DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL INDEX OBS_SID  OBS_LAT OBS_LON   OBS_LVL OBS_ELV FCST          OBS           OBS_QC OBS_CLIMO_MEAN OBS_CLIMO_STDEV OBS_CLIMO_CDF FCST_CLIMO_MEAN FCST_CLIMO_STDEV OBS_PRS    OBS_ERR_IN   OBS_ERR_ADJ   OBS_ERR_FIN   PREP_USE ANLY_USE SETUP_QC QC_WGHT
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MNMG   12.15 -86.17001      60      50   -1.58276       0.5             9             NA              NA            NA              NA               NA  988.05682      0.52187    0.52187       0.40208         101       -1       NA 3.99879
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MNMG   12.15 -86.17001      60      50    1.13376       3.1             9             NA              NA            NA              NA               NA  988.05682      0.52187    0.52187       0.40208         101       -1       NA 3.99901
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MNMG   12.15 -86.17001      60      50   -1.58276       0               9             NA              NA            NA              NA               NA  988.05682      0.52187    0.52187       0.40208         101       -1       NA 3.99901
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MNMG   12.15 -86.17001      60      50    1.13376       0               9             NA              NA            NA              NA               NA  988.05682      0.52187    0.52187       0.40208         101       -1       NA 3.9993
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MNMG   12.15 -86.17001      60      50   -1.58276       0               9             NA              NA            NA              NA               NA  988.05682      0.52187    0.52187       0.40208         101       -1       NA 3.9993
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHTG   14.05 -87.22       1004     994    0.93491      -1               9             NA              NA            NA              NA               NA  878.1864       0.52187    0.52187       0.3418          101       -1       NA 3.82023
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHTG   14.05 -87.22       1004     994   -7.51294      -1.1             9             NA              NA            NA              NA               NA  878.1864       0.52187    0.52187       0.3418          101       -1       NA 3.82023
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 u        NA         NA       u       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHTG   14.05 -87.22       1004     994    0.93491      -0.5             9             NA              NA            NA              NA               NA  878.1864       0.52187    0.52187       0.3418          101       -1       NA 3.99116
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 v        NA         NA       v       NA        NA      287    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHTG   14.05 -87.22       1004     994   -7.51294      -3               9             NA              NA            NA              NA               NA  878.1864       0.52187    0.52187       0.3418          101       -1       NA 3.99116
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MGPB   15.72 -88.60001       1       1 1010.23717    1011.90002         2             NA              NA            NA              NA               NA 1011.90002      1.84301    1.84301       0.99401           0        1       NA 3.95923
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHLM   15.45 -87.92999      31      31 1006.63168    1007.29999         2             NA              NA            NA              NA               NA 1007.29999      1.84301    1.84301       0.73532           0        1       NA 3.9992
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHLM   15.45 -87.92999      31      31 1006.63168    1007.29999         2             NA              NA            NA              NA               NA 1007.29999      1.84301    1.84301       0.72489           0        1       NA 3.9992
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHLM   15.45 -87.92999      31      31 1006.63168    1007.29999         2             NA              NA            NA              NA               NA 1007.29999      1.84301    1.84301       0.73532           0        1       NA 3.9992
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHLC   15.73 -86.87          3       3 1009.00296    1008.59998         2             NA              NA            NA              NA               NA 1008.59998      1.84301    1.84301       0.64228           0        1       NA 3.9995
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      181    NA      NA          0           NA          NA         NA         NA    MPR           1     0    78705   15.73 -86.87          3       3 1009.0168     1008.40002         2             NA              NA            NA              NA               NA 1008.40002      1.25505    1.25505       0.49341           0        1       NA 3.99944
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      181    NA      NA          0           NA          NA         NA         NA    MPR           1     0    78708   15.45 -87.92999      31      31 1006.6474     1008.20001         2             NA              NA            NA              NA               NA 1008.20001      1.25505    1.25505       0.5395            0        1       NA 3.99721
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      181    NA      NA          0           NA          NA         NA         NA    MPR           1     0    78717   14.78 -88.78       1079    1079  892.89706     894               2             NA              NA            NA              NA               NA  894            1.25505    1.25505       1.23768           0        1       NA 3.99891
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MHLC   15.73 -86.87          3       3 1009.01675    1008.59998         2             NA              NA            NA              NA               NA 1008.59998      1.84301    1.84301       0.62952           0        1       NA 3.99949
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      181    NA      NA          0           NA          NA         NA         NA    MPR           1     0    78583   17.53 -88.29999       5       5 1008.82592    1009.79999         2             NA              NA            NA              NA               NA 1009.79999      1.25505    1.25505       1.2537            0        1       NA 3.99912
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_050000 20121025_050000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MGPB   15.72 -88.60001       1       1 1010.21121    1010.90002         2             NA              NA            NA              NA               NA 1010.90002      1.84301    1.84301       0.97442           0        1       NA 3.99916
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_060000 20121025_060000 ps       NA         NA       ps      NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MGPB   15.72 -88.60001       1       1 1010.21121    1010.90002         2             NA              NA            NA              NA               NA 1010.90002      1.84301    1.84301       0.96053           0        1       NA 3.99916
V12.0.0 GSI_MEM001 NA   000000    20121025_060000 20121025_060000 000000   20121025_070000 20121025_070000 t        NA         NA       t       NA        NA      187    NA      NA          0           NA          NA         NA         NA    MPR           1     0     MGPB   15.72 -88.60001       1       1  298.41592     298.14999         9             NA              NA            NA              NA               NA 1011.90002      0.79427    0.79427       0.027166        101       -1        0 3.99706
